0,Actor ID/SRN,Role,Country,Actor/Organisation name,VAT number,EORI,National trade register,Street name,Street number,Address line 2,PO box,City,Postal Code,Country,Email,Phone number,Website
2460,GB-MF-000021789,Manufacturer,United Kingdom (ex Northern Ireland),Oxylitre holdings limited,,GB146689229000,11095954,"Morton House, Skerton Road",43-45,Old trafford,,Manchester,m16 0wj,United Kingdom (ex Northern Ireland),sales@oxylitre.co.uk,+44 16187206322,www.oxylitre.co.uk
2461,IT-MF-000007596,Manufacturer,Italy,Air Liquide Sanità Service S.p.A.,12906300152,IT12906300152,,Via Calabria,31,,,Milano,20158,Italy,It-customercare@airliquide.com,+39 800 442443,https://www.airliquidehealthcare.it/
2462,RO-MF-000021543,Manufacturer,Romania,SC LAVIPROD FOREST SRL,RO29149630,RO29149630,J10/866/2011,"Vernesti Village, Vernesti Comune, Buzau County, zip code 127675, Romania",Cadastral number 5032,"Working Point: Buzau City, Translvaniei street, no. 516, Buzau County, zip code 120171, Romania",,Buzau,120171,Romania,lauraudrescu@yahoo.com,+40 749 147 374,
2463,HU-MF-000022335,Manufacturer,Hungary,Dermus Kft,26566342243,,,Kanizsai utca  ,2-10.,C. ép. 2. emelet 11.,,Budapest,1114,Hungary,miklos.gyongy@dermusvision.com,,
2464,SA-MF-000025189,Manufacturer,Saudi Arabia,Saudi Mais Co. For Medical products,,,,P.O Box: 3900-Riyadh 14335,,,14335-7599,Riyadh,3900,Saudi Arabia,Meical@mais.com.sa,0112650184,www.maisco.com.sa
2465,NO-MF-000022058,Manufacturer,Norway,Diagraphit AS,986923993,,986923993,Vestre Strandgate,27-29,,,Kristiansand,4611,Norway,post@diagraphit.com,+4794807032,www.diagraphit.com
2466,ES-MF-000021794,Manufacturer,Spain,"Albero Forte Composite, S.L.",ES-B54620182,ES-B54620182,B54620182,Paraje Partida de la Marjal,61,,,Banyeres de Mariola,03450,Spain,calidad@plasticforte.com,965567319,www.plasticforte.com
2467,DE-MF-000005005,Manufacturer,Germany,mibeTec GmbH,DE315340376,,HRB 25027,Münchener Straße,15,,,Brehna,06796,Germany,contact.mibetec@dermapharm.com,,
2468,GB-MF-000022107,Manufacturer,United Kingdom (ex Northern Ireland),BridgeMaster medical Limited,915 3470 33,GB915347033000 ,06523744, Broadway,146,,,Didcot,OX11 8SH,United Kingdom (ex Northern Ireland),info@bmmedical.co.uk,+44 1235 856970,www.bmmedical.co.uk
2469,IE-MF-000021899,Manufacturer,Ireland,Vasorum Ltd.,IE6424787M,IE6424787M,404787,Orchard Avenue,2012,Citywest Business Campus,,Dublin,D24WPW6,Ireland,info@vasorum.ie,+353 1 403 54 60,www.vasorum.ie
2470,GB-MF-000021510,Manufacturer,United Kingdom (ex Northern Ireland),NITNOT Limited,348 5899 34,,,"102 Metroline House, 118/22 College Rd ",,,,Harrow ,HA1 1BQ,United Kingdom (ex Northern Ireland),info@nitnot.com,004 1442 388879,
2471,NL-MF-000011681,Manufacturer,Netherlands,MENTOR MEDICAL SYSTEMS B.V.,,,,,,,,Leiden,2333 CL,Netherlands,EUDAMED_Enquiries@its.jnj.com,,
2472,FI-MF-000023180,Manufacturer,Finland,Innojok Oy,FI09462818,,0946281-8,Sirrikuja,3 L,,,Helsinki,00940,Finland,paula.fagerroos-hautala@innolux.fi,+358503709845,www.innolux.fi
2473,SI-MF-000021928,Manufacturer,Slovenia,Zlatarna Celje d.o.o.,SI23281715,SI23281715,5048192000,Kersnikova ulica,19,,,Celje,3000,Slovenia,zc@zlatarnacelje.si,+386 3 42 67 100,www.zlatarnacelje.com
2474,ES-MF-000001321,Manufacturer,Spain,TEMEL S.A.,A46167862,ESA46167862,1049/657/3/190/6-603/1,TRIRREME,5,,,VALENCIA,46009,Spain,temel@temel.es,+34963499324,www.temel.es
2475,CN-MF-000021937,Manufacturer,China,"Shanghai Supore Instruments Co., Ltd",,,91310000741628970W,"No.800, Yeji Road, Baoshan",,,,Shanghai,200444,China,quality@supore.com,,
2476,DE-MF-000021646,Manufacturer,Germany,Eurofins Immunolab GmbH,DE 114371050,DE49809050000,HRB 5450,Otto-Hahn-Straße,16,,,Kassel,34123,Germany,info@immunolab.de,+49 561 491742 0,https://www.immunolab.de/
2477,TR-MF-000022048,Manufacturer,Turkey,ACTO PHARMA HİJYEN SAN. TİC. A.Ş.,0050558848,,2667269058038,Akcaburgaz Mh. 3038 Sk. No:11,,Esenyurt,34522,Istanbul,34522,Turkey,info@actopharma.com,+90 212 771 56 21,https://actopharma.com/
2478,DE-MF-000018538,Manufacturer,Germany,IMPLURA Medical GmbH,,DE597839751539211,DE315140196,Glockenring ,3,,,Kerpen,50170,Germany,info@implura.de,+4922739918367,www.implura.de
2479,KR-MF-000022398,Manufacturer,Republic of Korea,"OSSTEM IMPLANT CO., LTD.",,,1128147103,Magokjungang 12-ro,3,,,"Gangseo-gu, Seoul",07789,Republic of Korea,vceph@osstem.com,,
2480,KR-MF-000021661,Manufacturer,Republic of Korea,"MEDICOSON Co.,Ltd.",4148801375,,,Gieopdosi-ro 200,Medical device Complex Center #704 #711,,,"Wonju-si, Gangwon-do",26354,Republic of Korea,ra@medicoson.com,+82337476231,www.medicoson.com
2481,CN-MF-000021933,Manufacturer,China,"Wenzhou Rainbow Optical Co., Ltd.",,,,"No.1 Building, No.20, Tianzhu Mountain Road, Wenzhou Economic and Technological Development Zone",,,,Wenzhou,325000,China,info@rainbow-optical.com,,www.rainbow-optical.com
2482,TW-MF-000018393,Manufacturer,Taiwan,"Machan International Co., Ltd.",,,,"No.352, Tama Rd., Waipu Dist.",,,,Taichung City,438,Taiwan,chihmin@machangroup.com,+886 4 2683 4666,https://www.machangroup.com/en/page/Our-Team/our-team.html
2483,CN-MF-000021841,Manufacturer,China,Venus Medtech (Hangzhou) Inc. MF,91330100691707450N,,,"Room 311, 3/F, Block 2, No. 88, Jiangling Road, Binjiang District",,,,Hangzhou,310051,China,pms@venusmedtech.com,,
2484,US-MF-000024649,Manufacturer,United States,EKSO BIONICS,,,,"1414 Harbour Way South, Suite 1201 ",,,,Richmond CA,94804 ,United States,hello@eksobionics.com,,https://eksobionics.com/
2485,CA-MF-000024010,Manufacturer,Canada,"Thought Technology, Ltd.",,,090861-4 ,rue Ferrier,5250,Suite 812,,Montreal,H4P 1L3,Canada,reception@thoughttechnology.com,+1 (514) 489-8251 ,www.thoughttechnology.com
2486,US-MF-000025219,Manufacturer,United States,Stryker Instruments,,No EORI,"No National Trade Registration Number, see identification document",Stryker Way,1941,,,Portage,49002,United States,Inst.Stryker.cs@stryker.com,+1 8002533210,www.stryker.com
2487,PT-MF-000022553,Manufacturer,Portugal,Abílio Freire Lda,500432600,PT500432600,,Travessa Além do Rio,41,,,Freamunde,4590-293,Portugal,geral@afreire.com,+351255878497,
2488,US-MF-000003371,Manufacturer,United States,Hyland LLC,,,,Hacienda Drive,4309 ,Suite 500,,Pleasanton,94588,United States,Gurbinder.Sondh@hyland.com,19253390630,https://www.hyland.com/en
2489,CA-MF-000024034,Manufacturer,Canada,Norgen Biotek Corporation,,,,Schmon Parkway,3430,,,Thorold,L2V4Y6,Canada,regulatory@norgenbiotek.com,9052278848,norgenbiotek.com
2490,TR-MF-000025207,Manufacturer,Turkey,MAYGEN LABORATUVAR HIZMETLERI SAN.TIC.LTD.STI.,6131484648,,2667269280146,İşçi Bloklari Mah. Mevlana bulvari. No.182/B-84 06530 Cankaya - Ankara / TURKEY,,,,Ankara,06530,Turkey,ubbyardim@hotmail.com,+905325227197,maygen.com.tr
2491,DE-MF-000021463,Manufacturer,Germany,Ginensys Med GmbH,DE339803808,,HRB 222068 B,Witzlebenplatz ,1,,,Berlin,14057,Germany,info@ginensys-med.de,+4930220135615,www.ginensys-med.de
2492,FR-MF-000022222,Manufacturer,France,BOLLE PROTECTION,FR64325330322,32533032200067,325330322,RUE DE LA SOIE,34,,,VILLEURBANNE,69100,France,marc.soulet@bollebrands.com,,
2493,US-MF-000023121,Manufacturer,United States,Acumed LLC,,,,5885 NE Cornelius Pass Road,,,,Hillsboro,97124 ,United States,regulatory@acumed.net,,https://www.acumed.net/
2494,AR-MF-000023153,Manufacturer,Argentina,Laboratorios SL S.A.,30701805700,,,Curupayti,2611,,,San Fernando,B1644GDC,Argentina,fsaba@subiton.com,+54 11 5272 4060,https://www.subiton.com
2495,GB-MF-000023271,Manufacturer,United Kingdom (ex Northern Ireland),DB Orthodontics Limited,179868778,0000179868778,,Ryefield way ,6,Silsden,,Keighley,BD20 0EF,United Kingdom (ex Northern Ireland),anna.dyson@dbortho.com,01535656999,www.dbortho.com
2496,DE-MF-000009117,Manufacturer,Germany,Medentika GmbH,DE814488675,DE7245289,HRB 211423,Hammweg ,8-10,,,Hügelsheim,76549,Germany,regulatory@medentika.de,+49 7229 69912 10,www.medentika.de
2497,CN-MF-000022954,Manufacturer,China,"ULTRASSAY BIOTECH CO., LTD.",,,,"2906 BUILDING B, DONGYI SQUARE, NO. 169 FUNAN ROAD",,,,"HEFEI, ANHUI, ",230061,China,info@ultrassay.com,,
2498,CN-MF-000023063,Manufacturer,China,"One Top Protective Products Co., Ltd.",,,,"Chuangxin Road #1,Xiaosiyuan Community,Ganhe Subdistrict office,",,,,"Xiantao City,Hubei Province",433000,China,gigi@mctcit.com,,
2499,CN-MF-000023062,Manufacturer,China,"Anhui Kamt Ice Pack Co.,Ltd.",,,,"Intersection of Shengli South Road and Chuangye Road, Sanshipu Town, Jin'an District,",,,,"Lu'an City, Anhui Province",237000,China,andy@lym-bsjl.xyz,,
2500,CN-MF-000023061,Manufacturer,China,"ShenZhen Bi-rich Medical Devices Co., Ltd",,,,"The 1st building of No. 10, Xinqiao GangZai Road, Xinqiao Street, Bao'An District",,,,"Shenzhen City, Guangdong Province",518125,China,Steve.liu@bi-rich.com,,
2501,CN-MF-000023060,Manufacturer,China,"Amoy Solidr Medical Technology Co., Ltd.",,,,"Unit 01-1, 01-2, Floor 1, Building B14, Xiamen Biomedical Industrial Park, No. 2076, Wengjiao West Road, Haicang District,",,,,"Xiamen City, Fujian Province",361028,China,chenlimei@solidrmedical.com,,
2502,DK-MF-000021885,Manufacturer,Denmark,Mobilex A/S,27147720,,,Grønlandsvej,5,Grønlandsvej 5,8660,Skanderborg,8660,Denmark,quality@mobilex.dk,+4587932220,www.mobilex.dk
2503,DE-MF-000022343,Manufacturer,Germany,Bad-Apotheke Heinz-Peter Fichter e.K.,,DE6862152,HRA 110264,Frankfurter Str. ,27,,,Bad Rothenfelde,49214,Germany,qm@bad-apotheke.com,,
2504,CN-MF-000001124,Manufacturer,China,Shenzhen JCR Medical Technology Limited Company,91440300685361019C,,,Yutang Street,"101, Building 1, Plant B, No.1,Tianfu Road, Tianliao Community","101, Building 1, Plant B, No.1,Tianfu Road, Tianliao Community, Yutang Street, Guangming District, 518132 Shenzhen, Guangdong, PEOPLE'S REPUBLIC OF CHINA",,"Shenzhen, Guangdong",518132,China,eng.14@jcr-med.com,,
2505,NL-MF-000023204,Manufacturer,Netherlands,Ryberg B.V.,855378323B01,,63738066 ,Molengraaffsingel,12,,,Delft,2629JD,Netherlands,manyong.toh@ryberg.nl,+31645468948,www.ryberg.nl
2506,DE-MF-000006525,Manufacturer,Germany,Leisegang Feinmechanik-Optik GmbH,,,,Leibnizstr.,32,,,Berlin,10625,Germany,falko.sandmann@coopersurgical.com,,
2507,PL-MF-000005375,Manufacturer,Poland,"Tarchomińskie Zakłady Farmaceutyczne ""Polfa"" S.A.",525 000 05 64,PL525000056400000,0000027471,A. Fleminga,2,,,Warszawa,03-176,Poland,info@polfa-tarchomin.com.pl,+ 48 22 510 80 01,www.polfa-tarchomin.com.pl
2508,DK-MF-000022340,Manufacturer,Denmark,Help Care Company ApS,36938293,36938293,,Mariendalsvej,22,,,Viborg,8800,Denmark,info@helpcarecompany.com,+4522203064,www.helpcarecompany.com
2509,DE-MF-000021430,Manufacturer,Germany,JFR Medical Instruments GmbH,DE296481392,DE764981441413858,,Ostuferhafen,15,,,Kiel,24149,Germany,info@jfr-gmbh.de,+49 431 7298740 0,www.jfr-gmbh.de
2510,NL-MF-000023058,Manufacturer,Netherlands,OTN Innovations B.V.,NL858161928B01,,,Simon Stevinweg,48,,,Arnhem,6827 BT,Netherlands,info@otninnovations.com,,www.otninnovations.com
2511,FR-MF-000009804,Manufacturer,France,ModJaw,FR11798221859,FR79822185900027,798221859,Avenue Albert Einstein,11-13 ,,,Villeurbanne,69100,France,arodrigue@modjaw.com,+33 699600777,https://www.modjaw.com/fr/
2512,RS-MF-000022423,Manufacturer,Serbia ,Narcissus doo,,,,Molski put ,3,,,Ada,24430,Serbia ,narcis.ada@gmail.com,,www.narcissus.co.rs
2513,PK-MF-000021652,Manufacturer,Pakistan,FLOREAT ENTERPRISES,,,4614446,1246 Kotli Loharan (West) ,,,,Sialkot,51310,Pakistan,info@floreat.com.pk,+92 345 6756551,www.floreat.com.pk
2514,TR-MF-000021451,Manufacturer,Turkey,FİTOLAB İLAÇ MEDİKAL KOZMETİK ARGE VE DANIŞMANLIK LİMİTED ŞİRKETİ,3880816755,,2667269171946,MALTEPE MAH. ESKİ ÇIRPICI YOLU SOKAK,NO 1/332 ZEYTİNBURNU,,,İSTANBUL,34010,Turkey,fitolabwounds@gmail.com,,
2515,PK-MF-000021845,Manufacturer,Pakistan,Medical Devices (Pvt) Ltd,,,L 07517,"Wazirabad Road, Ugoki, ",,Sialkot Pakistan,,Sialkot,51310,Pakistan,tauseef@mdevices.com,+92 52 3571214,www.mdevices.com
2516,VN-MF-000022203,Manufacturer,Vietnam,BINH PHUOC GLOVES JOINT STOCK COMPANY,3801241436,,3801241436,"Lot A9.1, Chon Thanh 1 Industrial Park, Thanh Tam Commune, Chon Thanh District, Binh Phuoc Province, Vietnam",,,,Binh Phuoc,67000,Vietnam,lehaibpgloves@gmail.com,+84 9 778 59 03 9,
2517,MX-MF-000021436,Manufacturer,Mexico,Smedical Health&Beauty S. de Rl De CV.,,,,Prado Norte ,470,"4º piso, Lomas de Chapultepec",,Ciudad de Mexico,11000,Mexico,bjaimes@smedical.mx,,
2518,NL-MF-000019403,Manufacturer,Netherlands,Veba Meditemp BV,NL006691614301,6691614,16061239,Jagersveld ,41,,,Uden,5405BW,Netherlands,info@vebabox.com,+31 413 269300,www.vebabox.com
2519,DE-MF-000023347,Manufacturer,Germany,OrangeCAD Med GmbH,DE344594347,DE599648863161673,"HRB 740887, Pforzheim",Emmy-Noether-Straße,11,,76131,Karlsruhe,76131,Germany,info@orangecad-med.com,+49 721 986188 - 00,https://www.orangecad-med.com/
2520,NL-MF-000023114,Manufacturer,Netherlands,magtivio B.V.,NL859046849B01,NL859046849,72251026,Daelderweg,9,,,Nuth,6361HK,Netherlands,gsc@magtivio.com,+31452084810,
2521,SE-MF-000024871,Manufacturer,Sweden,Nolato MediTech,SE556309067801,,,Medicingatan,4,,,Hörby,24231,Sweden,info@nolato.com,+4641519700,https://www.nolato.com/
2522,DE-MF-000000008,Manufacturer,Germany,Spiegelberg GmbH & Co. KG,DE118251415,DE4628853,Hamburg HRA 81393,Tempowerkring,4,,,Hamburg,21079,Germany,info@spiegelberg.de,+49 40 790 178 0,www.spiegelberg.de
2523,KR-MF-000024047,Manufacturer,Republic of Korea,CSM Implant,,,503-07-55245,Gyeongdae-ro,17 gil,"B205 Techno B/D. Kyung-pook National Univ., 47",,Daegu,41566,Republic of Korea,csmheunghb@gmail.com,+82 53 952 8261,http://www.csmimplant.com/
2524,CN-MF-000023111,Manufacturer,China,"Nanjing RainGene Biotechnology Co., Ltd.",91320191MA25537G6J,,,"Building E-6 Floor, Zhongdan Ecological Life Science Industrial Park, No. 3-1, Xinjinhu Road, Jiangbei New District",,,,Nanjing,210032,China,technicalservice@raingene.cn,,
2525,SG-MF-000021984,Manufacturer,Singapore,Biofourmis Singapore Pte. Ltd.,,,201614378H,Venture Drive,2,"Vision Exchange, #23-01",,Singapore,608526,Singapore,qara@biofourmis.com,+65 62536306,
2526,KR-MF-000023080,Manufacturer,Republic of Korea,"RENOSEM Co., Ltd.",130-86-27420,,,Samjak-ro,133,"2nd~5th Floor, 54",,Bucheon-si,14452,Republic of Korea,yjjung@renosem.com,,
2527,CN-MF-000023124,Manufacturer,China,"Omay (Guangzhou) Med Technologies Co., Ltd.",91440106671815737L,,,"Room 501 and Room 302,No.600-1,Guangshan 2nd Road,Fenghuang Streat,Tianhe Dist.",,,,Guangzhou,510655,China,sales@eecpcn.com,+86 20 37092519,
2528,CN-MF-000023113,Manufacturer,China,"Hybribio Medtech Device Co.,Ltd",,,91445102MA56WTXG6W,Development Experimental Zone,D5-3-3-4,,,Chaozhou,521000,China,medtechdevice@hybribio.cn,,
2529,CN-MF-000014724,Manufacturer,China,"AllTech Medical Systems,LLC.",,,,"Tian Qin Road, High-Tech Industrial Zone (West Park)",201,,," Chengdu, Sichuan, P.R.",611731,China,sales@alltechmed.com,+86 28 87809200,
2530,CN-MF-000021677,Manufacturer,China,"ANJI SPENQ INDUSTRIAL CO., LTD.",,,91330523661718730D, Changshuo Street,"   No99,Tianhuangping South Road",,,Anji County,313300,China,jamesgao@spenq.com,,
2531,KR-MF-000023057,Manufacturer,Republic of Korea,"HUVEXEL Co., Ltd.",2128177552,,,"Sagimakgol-ro, Jungwon-gu",124,"#103~105, Megacenter, SKn Technopark",,"Seongnam-si, Gyenggi-do",13207,Republic of Korea,info@huvexel.com,+82 31 776 3690,www.huvexel.com
2532,CN-MF-000014615,Manufacturer,China,Ustar Biotechnologies (Hangzhou) Ltd.,91330108770806481W,,,"Bldg 1, 2 & 4, 611 Dongguan Road, Binjiang District",,,,Hangzhou,310053,China,service@bioustar.com,86-4008707025,http://en.bioustar.com/
2533,CN-MF-000014615,Manufacturer,China,Ustar Biotechnologies (Hangzhou) Ltd.,91330108770806481W,,,"6/F, Building 2, 611 Dongguan Road, Binjiang District",,,,Hangzhou,310053,China,service@bioustar.com,86-4008707025,http://en.bioustar.com/
2534,KR-MF-000022076,Manufacturer,Republic of Korea,"ACMEDI KOREA Co.,Ltd.",,,,"#611 and #612-1, Hyundai 41 Tower",293,"Mokdong dong-ro, Yangcheon-gu",,Seoul,07997,Republic of Korea,sales@acmedikorea.com,+827086883884,www.acmedikorea.com
2535,AU-MF-000010247,Manufacturer,Australia,Annalise-AI Pty Ltd,,,,Margaret Street,60,Level 21,,"Sydney, NSW",2000,Australia,info@annalise.ai,+61 - 02 7204 0817,www.annalise.ai
2536,CA-MF-000022549,Manufacturer,Canada,Usine Rotec Inc.,,No EORI,1174400532,Rue de l'Église,123,,,Baie-du-Febvre,J0G1A0,Canada,kpineault@rotecbeds.com,+1 450 783 6444,www.rotecbeds.com
2537,HU-MF-000022609,Manufacturer,Hungary,Sunglass Fashion Kft,26113119-2-13,HU0007143685,13 09 188891,Boglya köz ,5,Szigetszentmiklós,,Szigetszentmiklós,2310,Hungary,sunglassfashionkft@gmail.com,,
2538,DE-MF-000021491,Manufacturer,Germany,fameditec GmbH,,,,Großenbaumerweg,6,,,Düsseldorf,40472,Germany,info@fameditec.de,+49 211 97712100,https://www.fameditec.de/
2539,DE-MF-000021427,Manufacturer,Germany,Richard Schulz-Dusenschön e.K.,DE135035224,,,Im Gleisdreieck,8,,,Lübeck,23566,Germany,info@rsd-wood.com,,www.rsd-wood.com
2540,CN-MF-000022976,Manufacturer,China,"Dongyang Chanze Health Materials Co., LTD",,,91330783327872556E,"Henglongshanbei,Gaotang,Dalian Village,Nanshi Street",,,,Dongyang,322100,China,cherry@yuyaojintai.com,,
2541,CN-MF-000023028,Manufacturer,China,FORTUNE COMPANY LIMITED,,,,"XIN TANG SECTION, WEST LAKE VILLAGE, QIUCHANG TOWN, HUIYANG DISTRICT,",,,,"HUIZHOU CITY, GUANGDONG PROVINCE,",516221,China,RED.CHENG@UCHEEGROUP.COM,,
2542,CN-MF-000023027,Manufacturer,China,"Zhejiang Skg Medical Technology Co.,Ltd",,,,No.39 Anye Road Gaoqiao Street Huangyan Taizhou,,,,Zhejiang,318020,China,Jim@skgmed.com,,
2543,GB-MF-000002292,Manufacturer,United Kingdom (ex Northern Ireland),Respironics Respiratory Drug Delivery (UK) Ltd,,n/a,04005206,"Chichester Business Park, City Fields Way, Tangmere",n/a,,,Chichester ,PO20 2FT ,United Kingdom (ex Northern Ireland),eudamed@philips.com,n/a,n/a
2544,CN-MF-000023024,Manufacturer,China,"Anqing Jinghuang Personal Care Prodcuts Co., Ltd",,,,"Land A-5, Economic Development Zone of Changjiang Bridge,",,,,"Anqing City, Anhui Province",246000,China,pengsy@gwindco.com,,
2545,US-MF-000002301,Manufacturer,United States,Respironics Inc.,,n/a,DUNS 080728314,Murry Ridge Lane,1001,,,Murrysville,15668,United States,eudamed@philips.com,n/a,n/a
2546,CN-MF-000023023,Manufacturer,China,"Ningbo Fenghua Tealmed Emergency Products Co.,Ltd",,,,"No.22 Zonyan road,Xikou,Fenghua,",,,,Ningbo,315512,China,Tealmed@126.com,,
2547,CN-MF-000023022,Manufacturer,China,"SHENZHEN LONGCARE BIOTECH CO.,LTD.",,,,"3E1009, Yunzhi Science Park, Shuangming Road, Dongzhou Community, Guangming Street, Guangming District,",,,,Shenzhen,518107,China,info@longcaremedical.com,,
2548,CN-MF-000022953,Manufacturer,China,HOSPEX-HEALTH.CO LTD,,,,"No 4.XinQi Industrical Area, Leliu Town,Shunde area,Foshan City",,,,GuangDong Province,528310,China,info@hospex-health.com,,
2549,HR-MF-000024676,Manufacturer,Croatia,ADRIALAB d.o.o.,HR83405746484,,,Pulac,4a,,51000,Rijeka,51000,Croatia,antonella.paladin@adrialab.hr,,
2550,FI-MF-000021271,Manufacturer,Finland,Neutron Therapeutics Finland Oy,FI27407329,FI2740732-9,2740732-9,Haartmaninkatu,8,,,Helsinki,00290 ,Finland,reg-affairs@nt-bnct.com,,www.neutrontherapeutics.com
2551,US-MF-000002300,Manufacturer,United States,"Pro-Tech Services, Inc.",,n/a,DUNS 032526827,Murry Ridge Lane,1001,,,Murrysville,15668,United States,eudamed@philips.com,n/a,n/a
2552,DE-MF-000023154,Manufacturer,Germany,AURITEC Medizindiagnostische Systeme GmbH,DE811674279,,,Dernauer Straße,12,,,Hamburg,22047,Germany,qm@auritec.de,,
2553,DE-MF-000005522,Manufacturer,Germany,Stryker Leibinger GmbH & Co.KG,DE188912879,,HRA 4375,Bötzinger Straße,41,,,Freiburg ,79111,Germany,Stryker_Leibinger_QARA@stryker.com,,www.stryker.com
2554,DE-MF-000021834,Manufacturer,Germany,Sana Prime GmbH,103/5725/4092,,,Hansaallee,299,,,Düsseldorf,40549,Germany,info@sana-prime.de,,
2555,BE-MF-000021612,Manufacturer,Belgium,MONA.health,BE0768507541,BE0768507541,,Rotspoelstraat,1,,,Bertem,3060,Belgium,olivier.menage@mona.health,+32470912972,https://mona.health
2556,ES-MF-000022464,Manufacturer,Spain,Informática Médico Farmacéutica S.L.,ESB96820154,,B96820154,Avenida Menéndez y Pelayo,9,1-10,,Valencia,46010,Spain,sistemasintegrados@imf.es,+34 963689729,https://imf.es/
2557,CN-MF-000022951,Manufacturer,China,"Wujiang Shenling Beauty Medical Appliance Co., Ltd.",,,320584000202104200412,Yucai Road，Beishe,148,Building 15-16 ,,Wujiang ,215214,China,3357156092@qq.com,,
2558,DE-MF-000021489,Manufacturer,Germany,ENDOTEQ Medizinische Laser Deutschland GmbH,DE297826471,DE214635942123726,HRB 73994,Bilker Strasse,34,,,Düsseldorf,40213,Germany,info@endoteq.de,+491723172307,www.endoteq.de
2559,ES-MF-000021379,Manufacturer,Spain,"VISIONWINGS, S.L.",B84093475,ESB84093475,B84093475,Impresores,20,,,BOADILLA DEL MONTE,28660,Spain,jmartinez@inversionesnestares.es,+34 618 879 484,
2560,TR-MF-000021517,Manufacturer,Turkey,ELDAWLIA TIBBI ATIK MEDIKAL SANAYI IC VE DIS TICARET LIMITED SIRKETI,3310883963,,2667269201741,IOSB MAH. MUTSAN MUTFAKCILAR SANAYI SITESI M3 BLOK NO 51,,BASAKSEHIR ISTANBUL TURKEY,,ISTANBUL,34490,Turkey,info@medical-ico.com,+902129999647,
2561,NL-MF-000001489,Manufacturer,Netherlands,Philips Medical Systems Nederland B.V,NL009076840B01,NL009076840,RSIN 009076840,Veenpluis,6,,,Best,5684PC,Netherlands,eudamed@philips.com,n/a,n/a
2562,DE-MF-000021421,Manufacturer,Germany,gerbion GmbH & Co. KG,DE227753776,DE7515626,HRA 724876,Remsstr. ,1,,,Kornwestheim,70806,Germany,info@gerbion.com,+49 7154 806 200,
